country;country_clean;region;is_developed;year;month;quarter;date;period;season;year_category;energy_source;energy_source_clean;source_category;energy_type;electricity_production_gwh;share_of_total;is_renewable;is_fossil;energy_intensity_category;is_outlier;is_negative;is_zero
Belgium;Belgium;Europe;True;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Hydro;Hydro;Renewable;Clean Energy;160.349.864;0.0174574033055742;True;False;Medium;False;False;False
Belgium;Belgium;Europe;True;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;21.395.487.079;0.2322146074902767;False;True;High;False;False;False
Belgium;Belgium;Europe;True;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Net electricity production;Net Electricity Production;Other;Other;91.877.098.843;1.0;False;False;High;False;False;False
Belgium;Belgium;Europe;True;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;41.616.582.424;0.4521783262428843;False;False;High;False;False;False
Belgium;Belgium;Europe;True;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Oil;Oil;Fossil Fuel;Conventional;212.297.391;0.002266628733357;False;True;Low;False;False;False
Belgium;Belgium;Europe;True;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Solar;Solar;Renewable;Clean Energy;7.011.876.398;0.0785769221323309;True;False;Medium;False;False;False
Belgium;Belgium;Europe;True;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;29.513.266.759;0.3207646774769578;False;True;High;False;False;False
Belgium;Belgium;Europe;True;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Wind;Wind;Renewable;Clean Energy;11.816.253.124;0.1275844774064619;True;False;High;False;False;False
Brazil;Brazil;South America;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Coal;Coal;Fossil Fuel;Conventional;25.381.313;0.0449757816932652;False;True;High;False;False;False
Brazil;Brazil;South America;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.0;0.0;True;False;Low;False;False;True
Brazil;Brazil;South America;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;74.597.376;0.1323507680096092;False;True;High;False;False;False
Brazil;Brazil;South America;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;13.907.351;0.0247109362336453;False;False;High;False;False;False
Brazil;Brazil;South America;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Oil;Oil;Fossil Fuel;Conventional;26.929.756;0.0477680947547783;False;True;High;False;False;False
Brazil;Brazil;South America;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Solar;Solar;Renewable;Clean Energy;58.652;0.000103516625981;True;False;Low;False;False;False
Brazil;Brazil;South America;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Wind;Wind;Renewable;Clean Energy;21465.9;0.0379869185249408;True;False;High;False;False;False
Brazil;Brazil;South America;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Coal;Coal;Fossil Fuel;Conventional;23.732.457;0.0422031950589717;False;True;High;False;False;False
Brazil;Brazil;South America;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.0;0.0;True;False;Low;False;False;True
Brazil;Brazil;South America;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;53.007.399.000.000.000;0.0940274142328333;False;True;High;False;False;False
Brazil;Brazil;South America;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;14.973.952;0.0265841710901231;False;False;High;False;False;False
Brazil;Brazil;South America;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Oil;Oil;Fossil Fuel;Conventional;14.062.672;0.0249722353707052;False;True;High;False;False;False
Brazil;Brazil;South America;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Solar;Solar;Renewable;Clean Energy;84.498;0.0001498666224673;True;False;Low;False;False;False
Brazil;Brazil;South America;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;139.038.848;0.2468422968971236;False;True;Very High;False;False;False
Brazil;Brazil;South America;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Wind;Wind;Renewable;Clean Energy;33.240.086;0.0589768704174015;True;False;High;False;False;False
Brazil;Brazil;South America;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Coal;Coal;Fossil Fuel;Conventional;21.042.163;0.0366115627847112;False;True;High;False;False;False
Brazil;Brazil;South America;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.0;0.0;True;False;Low;False;False;True
Brazil;Brazil;South America;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;61.556.034;0.106935614608888;False;True;High;False;False;False
Brazil;Brazil;South America;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;14.856.152;0.0259650456484021;False;False;High;False;False;False
Brazil;Brazil;South America;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Oil;Oil;Fossil Fuel;Conventional;14.672.043;0.0253483189950526;False;True;High;False;False;False
Brazil;Brazil;South America;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Solar;Solar;Renewable;Clean Energy;8.271.030.000.000.000;0.0014169571185736;True;False;Low;False;False;False
Brazil;Brazil;South America;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;149241.7;0.2593632595792688;False;True;Very High;False;False;False
Brazil;Brazil;South America;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Wind;Wind;Renewable;Clean Energy;42.059.308;0.0730996719626395;True;False;High;False;False;False
Brazil;Brazil;South America;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Coal;Coal;Fossil Fuel;Conventional;19.170.567.303;0.0326399476143911;False;True;High;False;False;False
Brazil;Brazil;South America;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.0;0.0;True;False;Low;False;False;True
Brazil;Brazil;South America;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;51.259.756.786;0.0872492663177742;False;True;High;False;False;False
Brazil;Brazil;South America;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;14.794.505.006;0.0252062724020328;False;False;High;False;False;False
Brazil;Brazil;South America;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Oil;Oil;Fossil Fuel;Conventional;11.754.876.849;0.0200063905640779;False;True;High;False;False;False
Brazil;Brazil;South America;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Solar;Solar;Renewable;Clean Energy;3.441.059.096;0.0058502693382249;True;False;Medium;False;False;False
Brazil;Brazil;South America;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;135.482.435.488;0.2304244003685649;False;True;Very High;False;False;False
Brazil;Brazil;South America;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Wind;Wind;Renewable;Clean Energy;48.116.275.696;0.0818818474585217;True;False;High;False;False;False
Brazil;Brazil;South America;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Coal;Coal;Fossil Fuel;Conventional;2.003.075.422;0.0326104374073988;False;True;High;False;False;False
Brazil;Brazil;South America;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.0;0.0;True;False;Low;False;False;True
Brazil;Brazil;South America;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;5.682.113.504;0.092440653459771;False;True;High;False;False;False
Brazil;Brazil;South America;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;15.161.094.561;0.02481464753007;False;False;High;False;False;False
Brazil;Brazil;South America;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Oil;Oil;Fossil Fuel;Conventional;961.088.148;0.0157636639564458;False;True;Medium;False;False;False
Brazil;Brazil;South America;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Solar;Solar;Renewable;Clean Energy;658.803.321;0.0107526603142093;True;False;Medium;False;False;False
Brazil;Brazil;South America;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;140.312.532.881;0.2291024975897055;False;True;Very High;False;False;False
Brazil;Brazil;South America;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Wind;Wind;Renewable;Clean Energy;5.542.576.578;0.090434519170866;True;False;High;False;False;False
Brazil;Brazil;South America;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Coal;Coal;Fossil Fuel;Conventional;1.648.642.312;0.026418027136357;False;True;High;False;False;False
Brazil;Brazil;South America;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.0;0.0;True;False;Low;False;False;True
Brazil;Brazil;South America;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;502.560.801;0.0811217482435125;False;True;High;False;False;False
Brazil;Brazil;South America;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;13.209.442.119;0.0218190433257837;False;False;High;False;False;False
Brazil;Brazil;South America;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Oil;Oil;Fossil Fuel;Conventional;1.009.182.026;0.0161816111488601;False;True;High;False;False;False
Brazil;Brazil;South America;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Solar;Solar;Renewable;Clean Energy;10.642.309.919;0.0176070278666173;True;False;High;False;False;False
Brazil;Brazil;South America;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;1.341.842.198;0.2192210376066432;False;True;Very High;False;False;False
Brazil;Brazil;South America;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Wind;Wind;Renewable;Clean Energy;56.480.199.931;0.0926965459984571;True;False;High;False;False;False
Brazil;Brazil;South America;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Coal;Coal;Fossil Fuel;Conventional;25.060.206.313;0.0391310711033675;False;True;High;False;False;False
Brazil;Brazil;South America;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.0;0.0;True;False;Low;False;False;True
Brazil;Brazil;South America;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;84.426.157.095;0.1316895146542172;False;True;High;False;False;False
Brazil;Brazil;South America;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;13.825.679.378;0.0217008972260376;False;False;High;False;False;False
Brazil;Brazil;South America;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Oil;Oil;Fossil Fuel;Conventional;33.766.696.651;0.0518634802581195;False;True;High;False;False;False
Brazil;Brazil;South America;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Solar;Solar;Renewable;Clean Energy;137.027.912;0.0214046833048543;True;False;High;False;False;False
Brazil;Brazil;South America;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Wind;Wind;Renewable;Clean Energy;7.149.991.231;0.1113860615354277;True;False;High;False;False;False
Brazil;Brazil;South America;False;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Coal;Coal;Fossil Fuel;Conventional;9.380.223.516;0.0146395926749316;False;True;Medium;False;False;False
Brazil;Brazil;South America;False;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;28.251.209.794;0.043996426116686;False;True;High;False;False;False
Brazil;Brazil;South America;False;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;13.684.322.262;0.0213551440449928;False;False;High;False;False;False
Brazil;Brazil;South America;False;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Oil;Oil;Fossil Fuel;Conventional;2.793.062.839;0.0043440267436105;False;True;Medium;False;False;False
Brazil;Brazil;South America;False;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Solar;Solar;Renewable;Clean Energy;27.224.347.185;0.0425848102669947;True;False;High;False;False;False
Brazil;Brazil;South America;False;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;94.970.301.581;0.1484183715291464;False;True;High;False;False;False
Brazil;Brazil;South America;False;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Wind;Wind;Renewable;Clean Energy;80.698.565.108;0.1260304075218543;True;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Coal;Coal;Fossil Fuel;Conventional;19.325.944;0.433255739122792;False;True;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Hydro;Hydro;Renewable;Clean Energy;6026.0;0.1345740546416167;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;1.599.484;0.0358577900372373;False;True;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Net electricity production;Net Electricity Production;Other;Other;44.727.001;1.0;False;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;14528.0;0.3224922186881844;False;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Oil;Oil;Fossil Fuel;Conventional;156.172;0.0035011183810965;False;True;Low;False;False;False
Bulgaria;Bulgaria;Europe;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Solar;Solar;Renewable;Clean Energy;1383.0;0.0316488272972582;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;21.314.999;0.477847064304651;False;True;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2015;1;1;1/1/2015;2010-2014;Winter;Early 2010s;Wind;Wind;Renewable;Clean Energy;1.451.999;0.032917364859474;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Coal;Coal;Fossil Fuel;Conventional;16577.05;0.3985417663756169;False;True;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Hydro;Hydro;Renewable;Clean Energy;4.535.001;0.1123579787002269;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;1.757.526;0.0422540568161789;False;True;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Net electricity production;Net Electricity Production;Other;Other;41.221.004;1.0;False;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;14.932.001;0.3622839315190224;False;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Oil;Oil;Fossil Fuel;Conventional;272.233;0.0065449657552247;False;True;Low;False;False;False
Bulgaria;Bulgaria;Europe;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Solar;Solar;Renewable;Clean Energy;1.385.999;0.0347477141886205;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;18.908.998;0.454605945267256;False;True;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2016;1;1;1/1/2016;2015-2017;Winter;Mid 2010s;Wind;Wind;Renewable;Clean Energy;1.424.999;0.0351680033715736;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Coal;Coal;Fossil Fuel;Conventional;17.906.085;0.4340366634505062;False;True;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Hydro;Hydro;Renewable;Clean Energy;3.453.856;0.0843379821269799;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;1.645.977;0.0387822289904575;False;True;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Net electricity production;Net Electricity Production;Other;Other;41.347.142;1.0;False;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;14.718.367;0.3535602452241582;False;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Oil;Oil;Fossil Fuel;Conventional;343.116;0.0084358828064671;False;True;Low;False;False;False
Bulgaria;Bulgaria;Europe;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Solar;Solar;Renewable;Clean Energy;1.402.765;0.0353220349316841;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;20.234.209;0.4896162508983879;False;True;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2017;1;1;1/1/2017;2015-2017;Winter;Mid 2010s;Wind;Wind;Renewable;Clean Energy;1.504.065;0.0363338486955706;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Coal;Coal;Fossil Fuel;Conventional;15.989.414.317;0.3714567527133017;False;True;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.0;0.0;True;False;Low;False;False;True
Bulgaria;Bulgaria;Europe;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Hydro;Hydro;Renewable;Clean Energy;5.365.386.268;0.1285016522980588;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;1.728.308.271;0.040043719337549;False;True;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Net electricity production;Net Electricity Production;Other;Other;42.711.290.265;1.0;False;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;15.291.203.999;0.3563853819525382;False;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Oil;Oil;Fossil Fuel;Conventional;289.591.384;0.0068663428236072;False;True;Low;False;False;False
Bulgaria;Bulgaria;Europe;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Solar;Solar;Renewable;Clean Energy;1.342.774.999;0.0327340689287441;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;19.371.636;0.4507190787263292;False;True;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Wind;Wind;Renewable;Clean Energy;1.318.123;0.0311460574663602;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Coal;Coal;Fossil Fuel;Conventional;14.766.763.308;0.3647229842102471;False;True;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.0;0.0;True;False;Low;False;False;True
Bulgaria;Bulgaria;Europe;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Hydro;Hydro;Renewable;Clean Energy;3.348.842.999;0.0849810393972014;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;1.845.656.703;0.0447136314940499;False;True;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Net electricity production;Net Electricity Production;Other;Other;40.346.135;1.0;False;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;15.712.446;0.3884847576658568;False;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Oil;Oil;Fossil Fuel;Conventional;31.228.580.900.000.000;0.0079581527120397;False;True;Low;False;False;False
Bulgaria;Bulgaria;Europe;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Solar;Solar;Renewable;Clean Energy;1.442.468;0.0373197868261095;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;18.494.507.999;0.4563823796978148;False;True;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Wind;Wind;Renewable;Clean Energy;1.316.988;0.0320817925155398;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Coal;Coal;Fossil Fuel;Conventional;11.513.636.897;0.3085171372022218;False;True;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.0;0.0;True;False;Low;False;False;True
Bulgaria;Bulgaria;Europe;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Hydro;Hydro;Renewable;Clean Energy;3.286.971.002;0.091204292658586;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;1.950.310.883;0.0510417163275611;False;True;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Net electricity production;Net Electricity Production;Other;Other;37.234.936;1.0;False;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;15.787.268.001;0.4217922918027002;False;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Oil;Oil;Fossil Fuel;Conventional;254.266.934;0.00688985549981;False;True;Low;False;False;False
Bulgaria;Bulgaria;Europe;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Solar;Solar;Renewable;Clean Energy;1.480.856;0.0413476952989626;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;15.167.317.998;0.4054072863013109;False;True;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Wind;Wind;Renewable;Clean Energy;1.477.130.999;0.0392907918582753;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Coal;Coal;Fossil Fuel;Conventional;14.699.428.999;0.3344014735119808;False;True;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.0;0.0;True;False;Low;False;False;True
Bulgaria;Bulgaria;Europe;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Hydro;Hydro;Renewable;Clean Energy;5.016.521.001;0.1180903012639111;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;2.620.269.667;0.0602635970507989;False;True;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Net electricity production;Net Electricity Production;Other;Other;43.457.811.001;1.0;False;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;15.650.832.998;0.3604321763697796;False;False;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Oil;Oil;Fossil Fuel;Conventional;308.128.203;0.0070827008012756;False;True;Low;False;False;False
Bulgaria;Bulgaria;Europe;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Solar;Solar;Renewable;Clean Energy;1.466.598;0.0350353406879104;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;19.855.117;0.453065065932255;False;True;High;False;False;False
Bulgaria;Bulgaria;Europe;False;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Wind;Wind;Renewable;Clean Energy;1.433.561;0.0325510330585731;True;False;Medium;False;False;False
Bulgaria;Bulgaria;Europe;False;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Coal;Coal;Fossil Fuel;Conventional;18.760.858.118;0.4114132838532517;False;True;High;False;False;False
