country;country_clean;region;is_developed;year;month;quarter;date;period;season;year_category;energy_source;energy_source_clean;source_category;energy_type;electricity_production_gwh;share_of_total;is_renewable;is_fossil;energy_intensity_category;is_outlier;is_negative;is_zero
Australia;Australia;Oceania;True;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Oil;Oil;Fossil Fuel;Conventional;4.189.343.019;0.0169054204800554;False;True;Medium;False;False;False
Australia;Australia;Oceania;True;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Solar;Solar;Renewable;Clean Energy;12.276.586.668;0.0497705907508517;True;False;High;False;False;False
Australia;Australia;Oceania;True;2018;1;1;1/1/2018;2015-2017;Winter;Mid 2010s;Wind;Wind;Renewable;Clean Energy;16.846.107.235;0.0678834880380923;True;False;High;False;False;False
Australia;Australia;Oceania;True;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Coal;Coal;Fossil Fuel;Conventional;14.040.762.128;0.5575231148917932;False;True;Very High;False;False;False
Australia;Australia;Oceania;True;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.0;0.0;True;False;Low;False;False;True
Australia;Australia;Oceania;True;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Hydro;Hydro;Renewable;Clean Energy;14.275.702.701;0.0565700030911527;True;False;High;False;False;False
Australia;Australia;Oceania;True;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;50.938.664.822;0.2022121101466733;False;True;High;False;False;False
Australia;Australia;Oceania;True;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;0.0;0.0;False;False;Low;False;False;True
Australia;Australia;Oceania;True;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Oil;Oil;Fossil Fuel;Conventional;4.751.701.503;0.0188629127022478;False;True;Medium;False;False;False
Australia;Australia;Oceania;True;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Solar;Solar;Renewable;Clean Energy;18.630.149.639;0.0741936314109941;True;False;High;False;False;False
Australia;Australia;Oceania;True;2019;1;1;1/1/2019;2018-2022;Winter;Mid 2010s;Wind;Wind;Renewable;Clean Energy;19.717.593.142;0.0784990473936238;True;False;High;False;False;False
Australia;Australia;Oceania;True;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Coal;Coal;Fossil Fuel;Conventional;133.924.562.421;0.5311501414479163;False;True;Very High;False;False;False
Australia;Australia;Oceania;True;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.0;0.0;True;False;Low;False;False;True
Australia;Australia;Oceania;True;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Hydro;Hydro;Renewable;Clean Energy;14.880.598.574;0.0591236294320267;True;False;High;False;False;False
Australia;Australia;Oceania;True;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;48.812.826.783;0.1934066336642591;False;True;High;False;False;False
Australia;Australia;Oceania;True;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;0.0;0.0;False;False;Low;False;False;True
Australia;Australia;Oceania;True;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Oil;Oil;Fossil Fuel;Conventional;3.986.266.124;0.0157944204985899;False;True;Medium;False;False;False
Australia;Australia;Oceania;True;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Solar;Solar;Renewable;Clean Energy;24.597.685.964;0.0977157607142764;True;False;High;False;False;False
Australia;Australia;Oceania;True;2020;1;1;1/1/2020;2018-2022;Winter;Mid 2010s;Wind;Wind;Renewable;Clean Energy;22.834.136.063;0.090919702136076;True;False;High;False;False;False
Australia;Australia;Oceania;True;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Coal;Coal;Fossil Fuel;Conventional;128.379.921.504;0.5014470356634891;False;True;Very High;False;False;False
Australia;Australia;Oceania;True;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.0;0.0;True;False;Low;False;False;True
Australia;Australia;Oceania;True;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Hydro;Hydro;Renewable;Clean Energy;16.328.370.592;0.0637950823573686;True;False;High;False;False;False
Australia;Australia;Oceania;True;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;43.937.149.619;0.171319126973837;False;True;High;False;False;False
Australia;Australia;Oceania;True;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Nuclear;Nuclear;Nuclear;Clean Energy;0.0;0.0;False;False;Low;False;False;True
Australia;Australia;Oceania;True;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Oil;Oil;Fossil Fuel;Conventional;4.071.131.205;0.0158825620342454;False;True;Medium;False;False;False
Australia;Australia;Oceania;True;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Solar;Solar;Renewable;Clean Energy;33.292.411.623;0.1306465375782615;True;False;High;False;False;False
Australia;Australia;Oceania;True;2021;1;1;1/1/2021;2018-2022;Winter;Late 2010s;Wind;Wind;Renewable;Clean Energy;2.696.097.079;0.1051397972269009;True;False;High;False;False;False
Australia;Australia;Oceania;True;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Coal;Coal;Fossil Fuel;Conventional;120.858.246.747;0.4604510192471025;False;True;Very High;False;False;False
Australia;Australia;Oceania;True;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Hydro;Hydro;Renewable;Clean Energy;17.275.541.669;0.0656904255161646;True;False;High;False;False;False
Australia;Australia;Oceania;True;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;4.602.453.088;0.1749581255788092;False;True;High;False;False;False
Australia;Australia;Oceania;True;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Oil;Oil;Fossil Fuel;Conventional;4.309.936.415;0.0163838366649682;False;True;Medium;False;False;False
Australia;Australia;Oceania;True;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Solar;Solar;Renewable;Clean Energy;39.676.769.344;0.152266437242978;True;False;High;False;False;False
Australia;Australia;Oceania;True;2022;1;1;1/1/2022;2018-2022;Winter;Late 2010s;Wind;Wind;Renewable;Clean Energy;31.272.699.154;0.1191331239185231;True;False;High;False;False;False
Austria;Austria;Europe;True;2010;1;1;1/1/2010;2010-2014;Winter;Early 2010s;Coal;Coal;Fossil Fuel;Conventional;6.371.891;0.0931994664808955;False;True;Medium;False;False;False
Austria;Austria;Europe;True;2010;1;1;1/1/2010;2010-2014;Winter;Early 2010s;Geothermal;Geothermal;Renewable;Clean Energy;1.332;1,99E+10;True;False;Low;False;False;False
Austria;Austria;Europe;True;2010;1;1;1/1/2010;2010-2014;Winter;Early 2010s;Hydro;Hydro;Renewable;Clean Energy;39.502.566;0.5831104146969498;True;False;High;False;False;False
Austria;Austria;Europe;True;2010;1;1;1/1/2010;2010-2014;Winter;Early 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;13.641.248;0.2035236384980796;False;True;High;False;False;False
Austria;Austria;Europe;True;2010;1;1;1/1/2010;2010-2014;Winter;Early 2010s;Net electricity production;Net Electricity Production;Other;Other;67.609.396;1.0;False;False;High;False;False;False
Austria;Austria;Europe;True;2010;1;1;1/1/2010;2010-2014;Winter;Early 2010s;Oil;Oil;Fossil Fuel;Conventional;1.210.748;0.0177620821127472;False;True;Medium;False;False;False
Austria;Austria;Europe;True;2010;1;1;1/1/2010;2010-2014;Winter;Early 2010s;Solar;Solar;Renewable;Clean Energy;84.421;0.0012732049176643;True;False;Low;False;False;False
Austria;Austria;Europe;True;2010;1;1;1/1/2010;2010-2014;Winter;Early 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;26.042.221;0.3861984729588772;False;True;High;False;False;False
Austria;Austria;Europe;True;2010;1;1;1/1/2010;2010-2014;Winter;Early 2010s;Wind;Wind;Renewable;Clean Energy;1.961.814;0.0291451406580618;True;False;Medium;False;False;False
Austria;Austria;Europe;True;2011;1;1;1/1/2011;2010-2014;Winter;Early 2010s;Coal;Coal;Fossil Fuel;Conventional;6.965.076;0.1112099252874948;False;True;Medium;False;False;False
Austria;Austria;Europe;True;2011;1;1;1/1/2011;2010-2014;Winter;Early 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.996;1,60E+11;True;False;Low;False;False;False
Austria;Austria;Europe;True;2011;1;1;1/1/2011;2010-2014;Winter;Early 2010s;Hydro;Hydro;Renewable;Clean Energy;35.873.536;0.5758306728540407;True;False;High;False;False;False
Austria;Austria;Europe;True;2011;1;1;1/1/2011;2010-2014;Winter;Early 2010s;Natural gas;Natural Gas;Fossil Fuel;Conventional;11.808.889;0.1871873696704312;False;True;High;False;False;False
Austria;Austria;Europe;True;2011;1;1;1/1/2011;2010-2014;Winter;Early 2010s;Net electricity production;Net Electricity Production;Other;Other;62.491.736;1.0;False;False;High;False;False;False
Austria;Austria;Europe;True;2011;1;1;1/1/2011;2010-2014;Winter;Early 2010s;Oil;Oil;Fossil Fuel;Conventional;963.981;0.01507960836951;False;True;Low;False;False;False
Austria;Austria;Europe;True;2011;1;1;1/1/2011;2010-2014;Winter;Early 2010s;Solar;Solar;Renewable;Clean Energy;165.283;0.0026819769793827;True;False;Low;False;False;False
Austria;Austria;Europe;True;2011;1;1;1/1/2011;2010-2014;Winter;Early 2010s;Total combustible fuels;Total Combustible Fuels;Fossil Fuel;Conventional;24.602.529;0.3917275526358288;False;True;High;False;False;False
Austria;Austria;Europe;True;2011;1;1;1/1/2011;2010-2014;Winter;Early 2010s;Wind;Wind;Renewable;Clean Energy;1.838.485;0.0295679710448803;True;False;Medium;False;False;False
Austria;Austria;Europe;True;2012;1;1;1/1/2012;2010-2014;Winter;Early 2010s;Coal;Coal;Fossil Fuel;Conventional;5.944.036;0.0856571568893069;False;True;Medium;False;False;False
Austria;Austria;Europe;True;2012;1;1;1/1/2012;2010-2014;Winter;Early 2010s;Geothermal;Geothermal;Renewable;Clean Energy;0.648;9,37E+09;True;False;Low;False;False;False
